ID,adj.P.Val,P.Value,F,Gene.symbol,Gene.title
213079_at,2.64E-04,2.13E-05,11.717992,TSR2,"TSR2, ribosome maturation factor"
210422_x_at,2.64E-04,2.13E-05,11.717205,SLC11A1,solute carrier family 11 member 1
204751_x_at,2.66E-04,2.15E-05,11.707535,DSC2,desmocollin 2
221811_at,2.66E-04,2.15E-05,11.707163,PGAP3,post-GPI attachment to proteins 3
202408_s_at,2.67E-04,2.16E-05,11.702705,PRPF31,pre-mRNA processing factor 31
205763_s_at,2.67E-04,2.16E-05,11.702367,DDX18,DEAD-box helicase 18
210187_at,2.67E-04,2.16E-05,11.700542,LOC101929368///FKBP1A,uncharacterized LOC101929368///FK506 binding protein 1A
209214_s_at,2.68E-04,2.17E-05,11.696682,EWSR1,EWS RNA binding protein 1
217759_at,2.68E-04,2.17E-05,11.695471,TRIM44,tripartite motif containing 44
205212_s_at,2.69E-04,2.19E-05,11.687897,ACAP1,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1"
218799_at,2.69E-04,2.19E-05,11.687669,GPN2,GPN-loop GTPase 2
214061_at,2.72E-04,2.21E-05,11.675739,TBC1D31,TBC1 domain family member 31
203013_at,2.73E-04,2.23E-05,11.667937,ECD,ecdysoneless cell cycle regulator
208055_s_at,2.75E-04,2.24E-05,11.661713,HERC4,HECT and RLD domain containing E3 ubiquitin protein ligase 4
202487_s_at,2.77E-04,2.26E-05,11.650506,H2AFV,H2A histone family member V
218839_at,2.77E-04,2.26E-05,11.650276,HEY1,hes related family bHLH transcription factor with YRPW motif 1
212149_at,2.77E-04,2.26E-05,11.649751,EFR3A,EFR3 homolog A
213402_at,2.77E-04,2.26E-05,11.648907,ZNF787,zinc finger protein 787
212375_at,2.78E-04,2.27E-05,11.645946,EP400,E1A binding protein p400
219161_s_at,2.78E-04,2.28E-05,11.641282,CKLF-CMTM1///CKLF,CKLF-CMTM1 readthrough///chemokine like factor
216207_x_at,2.79E-04,2.28E-05,11.639941,IGKC,immunoglobulin kappa constant
219906_at,2.79E-04,2.28E-05,11.638405,EBLN2,endogenous Bornavirus-like nucleoprotein 2
218403_at,2.79E-04,2.29E-05,11.636341,TRIAP1,TP53 regulated inhibitor of apoptosis 1
203574_at,2.80E-04,2.30E-05,11.630816,NFIL3,"nuclear factor, interleukin 3 regulated"
202204_s_at,2.80E-04,2.30E-05,11.6304,AMFR,autocrine motility factor receptor
214258_x_at,2.80E-04,2.30E-05,11.629773,KAT5,lysine acetyltransferase 5
200044_at,2.81E-04,2.30E-05,11.627584,GATC///SRSF9,glutamyl-tRNA amidotransferase subunit C///serine and arginine rich splicing factor 9
32099_at,2.81E-04,2.31E-05,11.625753,SAFB2,scaffold attachment factor B2
200940_s_at,2.81E-04,2.31E-05,11.625534,RERE,arginine-glutamic acid dipeptide repeats
220597_s_at,2.81E-04,2.31E-05,11.622747,ARL6IP4,ADP ribosylation factor like GTPase 6 interacting protein 4
201863_at,2.82E-04,2.31E-05,11.621397,FAM32A,family with sequence similarity 32 member A
221841_s_at,2.82E-04,2.32E-05,11.619165,KLF4,Kruppel like factor 4
212893_at,2.82E-04,2.32E-05,11.6183,ZZZ3,zinc finger ZZ-type containing 3
213804_at,2.82E-04,2.32E-05,11.616783,INPP5B,inositol polyphosphate-5-phosphatase B
215390_at,2.82E-04,2.33E-05,11.615314,,
200611_s_at,2.82E-04,2.33E-05,11.614484,WDR1,WD repeat domain 1
221273_s_at,2.82E-04,2.33E-05,11.613998,RNF208,ring finger protein 208
213655_at,2.82E-04,2.33E-05,11.613094,,
202042_at,2.83E-04,2.33E-05,11.611426,LOC101928623///HARS,uncharacterized LOC101928623///histidyl-tRNA synthetase
221267_s_at,2.85E-04,2.36E-05,11.600488,ABHD17A,abhydrolase domain containing 17A
209721_s_at,2.86E-04,2.37E-05,11.594753,IFFO1,intermediate filament family orphan 1
212203_x_at,2.86E-04,2.37E-05,11.593459,IFITM3,interferon induced transmembrane protein 3
202813_at,2.86E-04,2.37E-05,11.592995,TARBP1,TAR (HIV-1) RNA binding protein 1
219807_x_at,2.86E-04,2.37E-05,11.592429,MIA-RAB4B///RAB4B,"MIA-RAB4B readthrough (NMD candidate)///RAB4B, member RAS oncogene family"
211688_x_at,2.87E-04,2.38E-05,11.590472,KIR3DL2///KIR3DL1,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1"
202308_at,2.87E-04,2.38E-05,11.590233,SREBF1,sterol regulatory element binding transcription factor 1
210975_x_at,2.88E-04,2.39E-05,11.582259,FASTK,Fas activated serine/threonine kinase
202368_s_at,2.89E-04,2.40E-05,11.580298,TRAM2,translocation associated membrane protein 2
201010_s_at,2.89E-04,2.40E-05,11.579276,TXNIP,thioredoxin interacting protein
208935_s_at,2.89E-04,2.40E-05,11.578203,LGALS8,galectin 8
212315_s_at,2.89E-04,2.40E-05,11.576385,NUP210,nucleoporin 210
217864_s_at,2.90E-04,2.41E-05,11.571325,PIAS1,protein inhibitor of activated STAT 1
201405_s_at,2.90E-04,2.42E-05,11.569856,COPS6,COP9 signalosome subunit 6
209331_s_at,2.90E-04,2.42E-05,11.569816,MAX,MYC associated factor X
214081_at,2.92E-04,2.43E-05,11.561493,PLXDC1,plexin domain containing 1
213598_at,2.94E-04,2.45E-05,11.552331,,
202443_x_at,2.95E-04,2.46E-05,11.547914,NOTCH2,notch 2
200839_s_at,2.95E-04,2.46E-05,11.547797,CTSB,cathepsin B
203865_s_at,2.96E-04,2.47E-05,11.545309,ADARB1,"adenosine deaminase, RNA specific B1"
218576_s_at,2.96E-04,2.47E-05,11.542906,DUSP12,dual specificity phosphatase 12
65588_at,2.96E-04,2.47E-05,11.542739,SNHG17,small nucleolar RNA host gene 17
207941_s_at,2.96E-04,2.48E-05,11.541946,RBM39,RNA binding motif protein 39
203435_s_at,2.96E-04,2.48E-05,11.54054,MME,membrane metallo-endopeptidase
210996_s_at,2.97E-04,2.48E-05,11.538775,YWHAE,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
217422_s_at,2.97E-04,2.49E-05,11.535919,CD22,CD22 molecule
213293_s_at,2.97E-04,2.49E-05,11.534348,TRIM22,tripartite motif containing 22
218652_s_at,2.97E-04,2.49E-05,11.533441,PIGG,phosphatidylinositol glycan anchor biosynthesis class G
214665_s_at,2.98E-04,2.50E-05,11.530296,CHP1,calcineurin like EF-hand protein 1
201513_at,2.98E-04,2.50E-05,11.528089,TSN,translin
208721_s_at,2.99E-04,2.51E-05,11.525075,ANAPC5,anaphase promoting complex subunit 5
210757_x_at,2.99E-04,2.51E-05,11.524132,LOC101926921///DAB2,"uncharacterized LOC101926921///DAB2, clathrin adaptor protein"
212265_at,2.99E-04,2.51E-05,11.52328,QKI,"QKI, KH domain containing RNA binding"
211448_s_at,2.99E-04,2.52E-05,11.522883,RGS6,regulator of G-protein signaling 6
200886_s_at,3.00E-04,2.52E-05,11.5202,PGAM1,phosphoglycerate mutase 1
202406_s_at,3.01E-04,2.53E-05,11.515631,TIAL1,TIA1 cytotoxic granule-associated RNA binding protein-like 1
218598_at,3.01E-04,2.54E-05,11.513116,RINT1,RAD50 interactor 1
212179_at,3.01E-04,2.54E-05,11.511781,PNISR,PNN interacting serine and arginine rich protein
207426_s_at,3.01E-04,2.54E-05,11.510583,TNFSF4,tumor necrosis factor superfamily member 4
221253_s_at,3.02E-04,2.55E-05,11.508197,BLOC1S5-TXNDC5///TXNDC5,BLOC1S5-TXNDC5 readthrough (NMD candidate)///thioredoxin domain containing 5
218432_at,3.02E-04,2.55E-05,11.507986,FBXO3,F-box protein 3
205253_at,3.03E-04,2.56E-05,11.503523,PBX1,PBX homeobox 1
221641_s_at,3.03E-04,2.56E-05,11.502118,ACOT9,acyl-CoA thioesterase 9
218105_s_at,3.03E-04,2.56E-05,11.500525,MRPL4,mitochondrial ribosomal protein L4
211105_s_at,3.03E-04,2.56E-05,11.499984,NFATC1,nuclear factor of activated T-cells 1
219546_at,3.04E-04,2.57E-05,11.496678,BMP2K,BMP2 inducible kinase
208977_x_at,3.06E-04,2.59E-05,11.486921,TUBB4B,tubulin beta 4B class IVb
215722_s_at,3.08E-04,2.61E-05,11.479463,SNRPA1,small nuclear ribonucleoprotein polypeptide A'
200838_at,3.09E-04,2.62E-05,11.475931,CTSB,cathepsin B
215078_at,3.09E-04,2.62E-05,11.475588,LOC100129518///SOD2,"uncharacterized LOC100129518///superoxide dismutase 2, mitochondrial"
201353_s_at,3.10E-04,2.63E-05,11.468591,BAZ2A,bromodomain adjacent to zinc finger domain 2A
203462_x_at,3.10E-04,2.63E-05,11.468338,EIF3B,eukaryotic translation initiation factor 3 subunit B
203599_s_at,3.11E-04,2.64E-05,11.464601,WBP4,WW domain binding protein 4
38241_at,3.13E-04,2.66E-05,11.458001,BTN3A3,butyrophilin subfamily 3 member A3
203168_at,3.13E-04,2.66E-05,11.457724,ATF6B,activating transcription factor 6 beta
219565_at,3.14E-04,2.67E-05,11.450457,CYP20A1,cytochrome P450 family 20 subfamily A member 1
201362_at,3.14E-04,2.68E-05,11.449485,IVNS1ABP,influenza virus NS1A binding protein
221780_s_at,3.14E-04,2.68E-05,11.448942,DDX27,DEAD-box helicase 27
204568_at,3.15E-04,2.68E-05,11.44663,ATG14,autophagy related 14
213945_s_at,3.16E-04,2.69E-05,11.441582,NUP210,nucleoporin 210
221876_at,3.16E-04,2.70E-05,11.441465,ZNF783,zinc finger family member 783
222195_s_at,3.17E-04,2.71E-05,11.437129,TRMO,tRNA methyltransferase O
209501_at,3.18E-04,2.72E-05,11.431218,LOC101060399///CDR2,cerebellar degeneration-related protein 2///cerebellar degeneration related protein 2
206177_s_at,3.19E-04,2.73E-05,11.427988,ARG1,arginase 1
202170_s_at,3.19E-04,2.73E-05,11.425718,AASDHPPT,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
211561_x_at,3.20E-04,2.74E-05,11.421707,MAPK14,mitogen-activated protein kinase 14
201184_s_at,3.21E-04,2.74E-05,11.420691,CHD4,chromodomain helicase DNA binding protein 4
213761_at,3.21E-04,2.75E-05,11.419035,MDM1,Mdm1 nuclear protein
202236_s_at,3.21E-04,2.75E-05,11.418314,SLC16A1,solute carrier family 16 member 1
219940_s_at,3.23E-04,2.77E-05,11.410989,PCID2,PCI domain containing 2
204992_s_at,3.24E-04,2.77E-05,11.407065,PFN2,profilin 2
202326_at,3.24E-04,2.78E-05,11.406133,EHMT2,euchromatic histone lysine methyltransferase 2
221688_s_at,3.24E-04,2.78E-05,11.40396,IMP3,"IMP3, U3 small nucleolar ribonucleoprotein"
203275_at,3.25E-04,2.79E-05,11.400867,IRF2,interferon regulatory factor 2
206670_s_at,3.26E-04,2.81E-05,11.394342,GAD1,glutamate decarboxylase 1
212520_s_at,3.27E-04,2.81E-05,11.393114,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
212257_s_at,3.27E-04,2.81E-05,11.392283,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
214132_at,3.28E-04,2.82E-05,11.386339,ATP5C1,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"
209265_s_at,3.29E-04,2.83E-05,11.382797,METTL3,methyltransferase like 3
203320_at,3.29E-04,2.83E-05,11.382125,SH2B3,SH2B adaptor protein 3
211941_s_at,3.29E-04,2.84E-05,11.380331,PEBP1,phosphatidylethanolamine binding protein 1
210233_at,3.30E-04,2.85E-05,11.377517,IL1RAP,interleukin 1 receptor accessory protein
203937_s_at,3.30E-04,2.85E-05,11.375974,TAF1C,"TATA-box binding protein associated factor, RNA polymerase I subunit C"
205583_s_at,3.30E-04,2.85E-05,11.374894,ALG13,"ALG13, UDP-N-acetylglucosaminyltransferase subunit"
218200_s_at,3.30E-04,2.85E-05,11.374158,NDUFB2,NADH:ubiquinone oxidoreductase subunit B2
221980_at,3.32E-04,2.87E-05,11.368782,EMILIN2,elastin microfibril interfacer 2
218415_at,3.32E-04,2.87E-05,11.368193,VPS33B,"VPS33B, late endosome and lysosome associated"
208931_s_at,3.32E-04,2.87E-05,11.366334,ILF3,interleukin enhancer binding factor 3
222122_s_at,3.33E-04,2.88E-05,11.361407,THOC2,THO complex 2
221792_at,3.34E-04,2.89E-05,11.358819,RAB6B,"RAB6B, member RAS oncogene family"
213211_s_at,3.34E-04,2.89E-05,11.358669,TAF6L,TATA-box binding protein associated factor 6 like
214148_at,3.34E-04,2.90E-05,11.356771,LOC100507424///ITFG2,uncharacterized LOC100507424///integrin alpha FG-GAP repeat containing 2
206932_at,3.36E-04,2.92E-05,11.347444,CH25H,cholesterol 25-hydroxylase
218545_at,3.42E-04,2.97E-05,11.328902,CCDC91,coiled-coil domain containing 91
36711_at,3.42E-04,2.97E-05,11.327386,MAFF,MAF bZIP transcription factor F
91682_at,3.43E-04,2.98E-05,11.324525,,
215919_s_at,3.43E-04,2.98E-05,11.323212,MRPS11,mitochondrial ribosomal protein S11
218434_s_at,3.43E-04,2.99E-05,11.320753,AACS,acetoacetyl-CoA synthetase
200912_s_at,3.43E-04,2.99E-05,11.320425,MIR1248///SNORA81///SNORA4///SNORD2///SNORA63///EIF4A2,"microRNA 1248///small nucleolar RNA, H/ACA box 81///small nucleolar RNA, H/ACA box 4///small nucleolar RNA, C/D box 2///small nucleolar RNA, H/ACA box 63///eukaryotic translation initiation factor 4A2"
216334_s_at,3.43E-04,2.99E-05,11.319716,CYP2A7P1,cytochrome P450 family 2 subfamily A member 7 pseudogene 1
202941_at,3.45E-04,3.00E-05,11.314289,NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2
214369_s_at,3.46E-04,3.02E-05,11.308839,RASGRP2,RAS guanyl releasing protein 2
210124_x_at,3.47E-04,3.02E-05,11.305438,SEMA4F,ssemaphorin 4F
213830_at,3.48E-04,3.04E-05,11.301317,YME1L1,YME1 like 1 ATPase
221559_s_at,3.48E-04,3.04E-05,11.299565,MIS12,"MIS12, kinetochore complex component"
201438_at,3.48E-04,3.04E-05,11.298256,COL6A3,collagen type VI alpha 3 chain
AFFX-r2-Ec-bioB-5_at,3.48E-04,3.04E-05,11.297789,,
205950_s_at,3.50E-04,3.06E-05,11.293484,CA1,carbonic anhydrase 1
215862_at,3.52E-04,3.08E-05,11.284865,,
205361_s_at,3.52E-04,3.08E-05,11.284328,PFDN4,prefoldin subunit 4
201661_s_at,3.52E-04,3.08E-05,11.283958,ACSL3,acyl-CoA synthetase long-chain family member 3
211951_at,3.53E-04,3.09E-05,11.280612,NOLC1,nucleolar and coiled-body phosphoprotein 1
218041_x_at,3.53E-04,3.10E-05,11.278352,SLC38A2,solute carrier family 38 member 2
217211_at,3.55E-04,3.12E-05,11.269855,ACTBP9,"actin, beta pseudogene 9"
209092_s_at,3.55E-04,3.12E-05,11.26963,GLOD4,glyoxalase domain containing 4
213052_at,3.57E-04,3.13E-05,11.26534,PRKAR2A,protein kinase cAMP-dependent type II regulatory subunit alpha
218093_s_at,3.58E-04,3.14E-05,11.26021,ANKRD10,ankyrin repeat domain 10
204467_s_at,3.58E-04,3.15E-05,11.25852,SNCA,synuclein alpha
208999_at,3.58E-04,3.15E-05,11.258182,8-Sep,septin 8
217927_at,3.60E-04,3.17E-05,11.251174,SPCS1,signal peptidase complex subunit 1
208828_at,3.61E-04,3.18E-05,11.247694,POLE3,"DNA polymerase epsilon 3, accessory subunit"
243_g_at,3.61E-04,3.18E-05,11.246527,MAP4,microtubule associated protein 4
212478_at,3.62E-04,3.19E-05,11.243066,RMND5A,required for meiotic nuclear division 5 homolog A
201024_x_at,3.63E-04,3.20E-05,11.240562,EIF5B,eukaryotic translation initiation factor 5B
204391_x_at,3.63E-04,3.20E-05,11.239982,TRIM24,tripartite motif containing 24
202284_s_at,3.63E-04,3.20E-05,11.239418,CDKN1A,cyclin dependent kinase inhibitor 1A
212913_at,3.63E-04,3.21E-05,11.236232,MSH5-SAPCD1///SAPCD1,MSH5-SAPCD1 readthrough (NMD candidate)///suppressor APC domain containing 1
206752_s_at,3.64E-04,3.21E-05,11.234658,DFFB,DNA fragmentation factor subunit beta
215424_s_at,3.65E-04,3.22E-05,11.231006,SNW1,SNW domain containing 1
220925_at,3.66E-04,3.24E-05,11.22593,NAA35,"N(alpha)-acetyltransferase 35, NatC auxiliary subunit"
217844_at,3.66E-04,3.24E-05,11.225849,CTDSP1,CTD small phosphatase 1
203568_s_at,3.67E-04,3.25E-05,11.221144,TRIM38,tripartite motif containing 38
201050_at,3.67E-04,3.25E-05,11.220808,PLD3,phospholipase D family member 3
212721_at,3.68E-04,3.26E-05,11.216901,SREK1,splicing regulatory glutamic acid and lysine rich protein 1
213672_at,3.72E-04,3.30E-05,11.203165,MIR6758///MARS,microRNA 6758///methionyl-tRNA synthetase
218170_at,3.73E-04,3.31E-05,11.198914,ISOC1,isochorismatase domain containing 1
204174_at,3.73E-04,3.31E-05,11.198683,ALOX5AP,arachidonate 5-lipoxygenase activating protein
200914_x_at,3.74E-04,3.32E-05,11.196533,KTN1,kinectin 1
202877_s_at,3.74E-04,3.32E-05,11.194982,CD93,CD93 molecule
207541_s_at,3.74E-04,3.33E-05,11.193851,EXOSC10,exosome component 10
202043_s_at,3.77E-04,3.35E-05,11.186159,SMS,spermine synthase
208091_s_at,3.77E-04,3.36E-05,11.182605,VOPP1,"vesicular, overexpressed in cancer, prosurvival protein 1"
221821_s_at,3.80E-04,3.38E-05,11.175154,KANSL2,KAT8 regulatory NSL complex subunit 2
206296_x_at,3.81E-04,3.39E-05,11.169724,MAP4K1,mitogen-activated protein kinase kinase kinase kinase 1
220789_s_at,3.84E-04,3.42E-05,11.161305,SNORA5B///TBRG4,"small nucleolar RNA, H/ACA box 5B///transforming growth factor beta regulator 4"
213226_at,3.85E-04,3.43E-05,11.157167,CCNA2,cyclin A2
200063_s_at,3.85E-04,3.43E-05,11.156331,NPM1,nucleophosmin
214943_s_at,3.85E-04,3.44E-05,11.154381,ARID4B///RBM34,AT-rich interaction domain 4B///RNA binding motif protein 34
208203_x_at,3.86E-04,3.45E-05,11.152356,KIR2DS5,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5"
213716_s_at,3.87E-04,3.46E-05,11.148318,SECTM1,secreted and transmembrane 1
205995_x_at,3.89E-04,3.48E-05,11.140933,IQCB1,IQ motif containing B1
204529_s_at,3.89E-04,3.48E-05,11.14071,TOX,thymocyte selection associated high mobility group box
219833_s_at,3.91E-04,3.50E-05,11.134528,EFHC1,EF-hand domain containing 1
213638_at,3.91E-04,3.50E-05,11.134333,PHACTR1,phosphatase and actin regulator 1
221712_s_at,3.92E-04,3.51E-05,11.1312,WDR74,WD repeat domain 74
204735_at,3.93E-04,3.52E-05,11.126033,PDE4A,phosphodiesterase 4A
208770_s_at,3.93E-04,3.52E-05,11.125826,EIF4EBP2,eukaryotic translation initiation factor 4E binding protein 2
214172_x_at,3.96E-04,3.55E-05,11.116647,RYK,receptor-like tyrosine kinase
220947_s_at,3.97E-04,3.57E-05,11.11215,TBC1D10B,TBC1 domain family member 10B
214341_at,4.00E-04,3.59E-05,11.103877,AP1G2,adaptor related protein complex 1 gamma 2 subunit
206641_at,4.01E-04,3.60E-05,11.100467,TNFRSF17,TNF receptor superfamily member 17
65635_at,4.02E-04,3.61E-05,11.096576,ENGASE,endo-beta-N-acetylglucosaminidase
217946_s_at,4.03E-04,3.63E-05,11.092301,SAE1,SUMO1 activating enzyme subunit 1
219078_at,4.04E-04,3.63E-05,11.091042,GPATCH2,G-patch domain containing 2
205891_at,4.04E-04,3.63E-05,11.090308,ADORA2B,adenosine A2b receptor
214456_x_at,4.05E-04,3.65E-05,11.085724,SAA2///SAA1,serum amyloid A2///serum amyloid A1
213677_s_at,4.06E-04,3.66E-05,11.082196,PMS1,"PMS1 homolog 1, mismatch repair system component"
201725_at,4.09E-04,3.68E-05,11.073539,CDC123,cell division cycle 123
217850_at,4.09E-04,3.69E-05,11.073312,SNORD19B///GNL3,"small nucleolar RNA, C/D box 19B///G protein nucleolar 3"
203695_s_at,4.11E-04,3.71E-05,11.066899,DFNA5,"DFNA5, deafness associated tumor suppressor"
203482_at,4.11E-04,3.71E-05,11.066038,SLF2,SMC5-SMC6 complex localization factor 2
210746_s_at,4.13E-04,3.73E-05,11.059414,EPB42,erythrocyte membrane protein band 4.2
203567_s_at,4.13E-04,3.73E-05,11.058731,TRIM38,tripartite motif containing 38
201160_s_at,4.13E-04,3.73E-05,11.058577,YBX3,Y-box binding protein 3
206834_at,4.14E-04,3.74E-05,11.054781,HBD,hemoglobin subunit delta
210449_x_at,4.14E-04,3.75E-05,11.053001,MAPK14,mitogen-activated protein kinase 14
205376_at,4.17E-04,3.78E-05,11.043949,INPP4B,inositol polyphosphate-4-phosphatase type II B
220368_s_at,4.18E-04,3.79E-05,11.041824,PPP4R3A,protein phosphatase 4 regulatory subunit 3A
219801_at,4.20E-04,3.81E-05,11.034189,ZNF34,zinc finger protein 34
203855_at,4.22E-04,3.83E-05,11.028808,WDR47,WD repeat domain 47
212295_s_at,4.24E-04,3.85E-05,11.023378,SLC7A1,solute carrier family 7 member 1
201698_s_at,4.24E-04,3.85E-05,11.021559,GATC///SRSF9,glutamyl-tRNA amidotransferase subunit C///serine and arginine rich splicing factor 9
204383_at,4.25E-04,3.86E-05,11.01898,TSSK2///DGCR14,testis specific serine kinase 2///DiGeorge syndrome critical region gene 14
212696_s_at,4.27E-04,3.88E-05,11.01277,RNF4,ring finger protein 4
209608_s_at,4.29E-04,3.90E-05,11.006696,ACAT2,acetyl-CoA acetyltransferase 2
211501_s_at,4.30E-04,3.91E-05,11.005078,EIF3B,eukaryotic translation initiation factor 3 subunit B
214861_at,4.31E-04,3.92E-05,11.001926,KDM4C,lysine demethylase 4C
211637_x_at,4.31E-04,3.92E-05,11.000368,IGHV3-23///IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH,immunoglobulin heavy variable 3-23///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 4 (G4m marker)///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus
209919_x_at,4.31E-04,3.93E-05,10.999069,GGT2///GGTLC1///GGTLC2///GGT1,gamma-glutamyltransferase 2///gamma-glutamyltransferase light chain 1///gamma-glutamyltransferase light chain 2///gamma-glutamyltransferase 1
202378_s_at,4.31E-04,3.93E-05,10.997795,LEPROT,leptin receptor overlapping transcript
221794_at,4.32E-04,3.94E-05,10.996204,DOCK6,dedicator of cytokinesis 6
213200_at,4.32E-04,3.94E-05,10.99556,SYP,synaptophysin
203052_at,4.33E-04,3.95E-05,10.991841,C2,complement component 2
200052_s_at,4.33E-04,3.95E-05,10.990879,ILF2,interleukin enhancer binding factor 2
36907_at,4.33E-04,3.96E-05,10.989401,MVK,mevalonate kinase
209234_at,4.33E-04,3.96E-05,10.988691,KIF1B,kinesin family member 1B
219969_at,4.36E-04,3.98E-05,10.981731,TXLNG,taxilin gamma
204699_s_at,4.37E-04,4.00E-05,10.977694,DIEXF,digestive organ expansion factor homolog (zebrafish)
215533_s_at,4.41E-04,4.04E-05,10.966815,UBE4B,ubiquitination factor E4B
220483_s_at,4.43E-04,4.06E-05,10.960859,RNF19A,"ring finger protein 19A, RBR E3 ubiquitin protein ligase"
216997_x_at,4.43E-04,4.06E-05,10.95975,TLE4,transducin like enhancer of split 4
207381_at,4.44E-04,4.07E-05,10.957116,ALOX12B,"arachidonate 12-lipoxygenase, 12R type"
204731_at,4.49E-04,4.12E-05,10.942918,TGFBR3,transforming growth factor beta receptor 3
200671_s_at,4.49E-04,4.12E-05,10.942765,SPTBN1,"spectrin beta, non-erythrocytic 1"
213003_s_at,4.49E-04,4.12E-05,10.942222,SPIDR,scaffolding protein involved in DNA repair
